PRACA;PERIODO;AGRUPAMENTO;PUBLICO;DAY_PARTS;DIA_DA_SEMANA;OPM;OS;ALC2;TMEDIND
GRANDE VITORIA;01/09/2025;TROPICAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2126.15;14.56;42868.76;71.25
GRANDE VITORIA;01/09/2025;TROPICAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1375.04;9.42;31772.57;62.19
GRANDE VITORIA;01/09/2025;TROPICAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4910.12;33.63;78148.49;90.29
GRANDE VITORIA;01/09/2025;TROPICAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;300.03;2.06;3631.15;118.59
GRANDE VITORIA;01/09/2025;TROPICAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3261.26;22.34;70573.92;66.33
GRANDE VITORIA;01/09/2025;TROPICAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2872.50;19.68;73425.02;56.20
GRANDE VITORIA;01/09/2025;TROPICAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3255.80;22.30;64327.80;72.53
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3594.96;100.00;47609.00;108.44
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2767.72;76.99;29015.73;137.21
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;827.24;23.01;18593.27;64.04
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;673.65;18.74;20656.91;46.58
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2284.05;63.53;22263.82;147.44
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;637.26;17.73;4688.28;195.44
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;470.12;13.08;10719.34;63.09
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;991.72;27.59;20218.15;70.38
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;520.93;14.49;8077.47;92.52
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1612.20;44.85;8594.05;270.08
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;798.76;22.22;7625.35;150.50
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;119.20;3.32;2101.80;81.40
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1026.43;28.55;14596.94;101.15
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;704.39;19.59;11895.54;85.16
GRANDE VITORIA;01/09/2025;VIVA FM 100.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;946.19;26.32;11389.37;119.38
GRANDE VITORIA;01/09/2025;TOTAL WEB;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;9794.46;100.00;123631.34;114.05
GRANDE VITORIA;01/09/2025;TOTAL WEB;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5447.23;55.62;64926.99;120.49
GRANDE VITORIA;01/09/2025;TOTAL WEB;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4347.23;44.38;58704.36;106.38
GRANDE VITORIA;01/09/2025;TOTAL WEB;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3744.17;38.23;51791.66;104.06
GRANDE VITORIA;01/09/2025;TOTAL WEB;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5351.65;54.64;63256.57;121.50
GRANDE VITORIA;01/09/2025;TOTAL WEB;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;698.64;7.13;8583.11;117.13
GRANDE VITORIA;01/09/2025;TOTAL WEB;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;947.19;9.67;12450.56;109.33
GRANDE VITORIA;01/09/2025;TOTAL WEB;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1993.34;20.35;28537.56;100.35
GRANDE VITORIA;01/09/2025;TOTAL WEB;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1710.35;17.46;25657.57;95.59
GRANDE VITORIA;01/09/2025;TOTAL WEB;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2876.25;29.37;26794.17;154.35
GRANDE VITORIA;01/09/2025;TOTAL WEB;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2267.33;23.15;30191.48;108.08
GRANDE VITORIA;01/09/2025;TOTAL WEB;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2062.02;21.05;26263.54;113.03
GRANDE VITORIA;01/09/2025;TOTAL WEB;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;784.37;8.01;9608.87;117.33
GRANDE VITORIA;01/09/2025;TOTAL WEB;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3768.83;38.48;33946.08;159.52
GRANDE VITORIA;01/09/2025;TOTAL WEB;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2250.10;22.97;31407.29;103.10
GRANDE VITORIA;01/09/2025;TOTAL WEB;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;929.15;9.49;22405.55;59.43
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3525.22;100.00;58542.44;86.43
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1806.43;51.24;27323.49;95.12
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1718.79;48.76;31218.95;79.17
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2321.58;65.86;37543.33;89.03
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1190.68;33.78;19754.17;86.48
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;12.97;0.37;1244.95;15.00
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;16.74;0.47;2332.01;10.20
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;612.80;17.38;18027.18;48.57
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;454.40;12.89;13883.68;47.08
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2441.28;69.25;24299.57;144.40
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;38.83;1.10;3727.44;15.00
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;559.17;15.86;6724.69;119.44
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1020.64;28.95;16277.64;90.17
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1528.19;43.35;23342.14;94.17
GRANDE VITORIA;01/09/2025;RADIO CLOCK FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;378.39;10.73;8470.53;64.20
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2753.48;100.00;42638.83;92.59
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;703.02;25.53;25028.68;40.27
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2050.46;74.47;17610.15;167.40
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1419.81;51.56;21472.12;95.13
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1007.47;36.59;16424.66;88.20
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;326.20;11.85;4742.05;99.03
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;532.50;19.34;13843.88;55.23
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;172.75;6.27;10294.51;24.10
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;379.20;13.77;6252.96;87.20
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1669.03;60.62;12247.48;196.14
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;716.19;26.01;9419.12;109.29
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;871.01;31.63;14904.64;84.09
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;205.49;7.46;4540.36;65.10
GRANDE VITORIA;01/09/2025;RADIO ESPIRITO SANTO FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;960.80;34.89;13774.71;100.26
GRANDE VITORIA;01/09/2025;TRIBUNA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5471.84;100.00;107791.21;73.06
GRANDE VITORIA;01/09/2025;TRIBUNA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3461.20;63.25;66017.30;75.30
GRANDE VITORIA;01/09/2025;TRIBUNA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2010.64;36.75;41773.91;69.19
GRANDE VITORIA;01/09/2025;TRIBUNA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3572.76;65.29;67132.99;76.38
GRANDE VITORIA;01/09/2025;TRIBUNA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1863.03;34.05;38442.57;69.47
GRANDE VITORIA;01/09/2025;TRIBUNA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;36.05;0.66;2215.65;23.26
GRANDE VITORIA;01/09/2025;TRIBUNA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;903.73;16.52;7012.38;185.35
GRANDE VITORIA;01/09/2025;TRIBUNA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1652.57;30.20;31581.56;75.21
GRANDE VITORIA;01/09/2025;TRIBUNA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;618.11;11.30;23569.86;37.46
GRANDE VITORIA;01/09/2025;TRIBUNA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1001.10;18.30;22551.81;63.55
GRANDE VITORIA;01/09/2025;TRIBUNA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1296.33;23.69;23075.60;80.54
GRANDE VITORIA;01/09/2025;TRIBUNA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1370.15;25.04;20923.15;94.18
GRANDE VITORIA;01/09/2025;TRIBUNA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;225.60;4.12;5096.83;63.44
GRANDE VITORIA;01/09/2025;TRIBUNA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;922.25;16.85;23844.47;55.42
GRANDE VITORIA;01/09/2025;TRIBUNA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;953.73;17.43;28207.00;48.41
GRANDE VITORIA;01/09/2025;TRIBUNA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2000.11;36.55;29719.76;96.55
GRANDE VITORIA;01/09/2025;LEGAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2241.75;100.00;34482.13;93.37
GRANDE VITORIA;01/09/2025;LEGAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1038.02;46.30;21800.95;68.34
GRANDE VITORIA;01/09/2025;LEGAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1203.73;53.70;12681.18;136.41
GRANDE VITORIA;01/09/2025;LEGAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;446.32;19.91;13318.86;48.15
GRANDE VITORIA;01/09/2025;LEGAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1711.35;76.34;19817.90;124.21
GRANDE VITORIA;01/09/2025;LEGAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;84.09;3.75;1345.37;90.00
GRANDE VITORIA;01/09/2025;LEGAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;84.09;3.75;1345.37;90.00
GRANDE VITORIA;01/09/2025;LEGAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;136.86;6.10;6077.21;32.26
GRANDE VITORIA;01/09/2025;LEGAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;166.79;7.44;7821.77;30.42
GRANDE VITORIA;01/09/2025;LEGAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;973.35;43.42;6729.09;208.18
GRANDE VITORIA;01/09/2025;LEGAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;880.67;39.28;12508.68;101.23
GRANDE VITORIA;01/09/2025;LEGAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;612.27;27.31;9020.85;97.44
GRANDE VITORIA;01/09/2025;LEGAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;48.69;2.17;1659.37;42.15
GRANDE VITORIA;01/09/2025;LEGAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;804.45;35.88;9603.17;120.38
GRANDE VITORIA;01/09/2025;LEGAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;599.88;26.76;9356.84;92.19
GRANDE VITORIA;01/09/2025;LEGAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;176.46;7.87;4841.90;52.29
GRANDE VITORIA;01/09/2025;FM O DIA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1590.05;100.00;35035.32;65.21
GRANDE VITORIA;01/09/2025;FM O DIA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;996.84;62.69;22341.72;64.15
GRANDE VITORIA;01/09/2025;FM O DIA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;593.21;37.31;12693.60;67.18
GRANDE VITORIA;01/09/2025;FM O DIA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;697.35;43.86;17686.80;56.47
GRANDE VITORIA;01/09/2025;FM O DIA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;732.73;46.08;14027.27;75.13
GRANDE VITORIA;01/09/2025;FM O DIA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;159.97;10.06;3321.25;69.22
GRANDE VITORIA;01/09/2025;FM O DIA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;37.42;2.35;2011.47;26.48
GRANDE VITORIA;01/09/2025;FM O DIA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;487.52;30.66;7743.73;90.39
GRANDE VITORIA;01/09/2025;FM O DIA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;822.74;51.74;18895.28;62.42
GRANDE VITORIA;01/09/2025;FM O DIA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;146.25;9.20;4041.43;52.07
GRANDE VITORIA;01/09/2025;FM O DIA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;96.11;6.04;2343.41;59.04
GRANDE VITORIA;01/09/2025;FM O DIA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;73.33;4.61;2117.56;49.52
GRANDE VITORIA;01/09/2025;FM O DIA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4.48;0.28;430.22;15.00
GRANDE VITORIA;01/09/2025;FM O DIA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;258.00;16.23;8560.67;43.24
GRANDE VITORIA;01/09/2025;FM O DIA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;452.27;28.44;9369.72;69.31
GRANDE VITORIA;01/09/2025;FM O DIA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;801.96;50.44;14557.15;79.20
GRANDE VITORIA;01/09/2025;TOTAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;115195.68;100.00;963475.26;172.10
GRANDE VITORIA;01/09/2025;TOTAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;58214.22;50.54;468072.83;179.06
GRANDE VITORIA;01/09/2025;TOTAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;56981.46;49.46;495402.43;165.38
GRANDE VITORIA;01/09/2025;TOTAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;52727.76;45.77;445097.69;170.35
GRANDE VITORIA;01/09/2025;TOTAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5192.99;4.51;59360.92;125.58
GRANDE VITORIA;01/08/2025;TOTAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;114862.49;100.00;910245.55;181.43
GRANDE VITORIA;01/08/2025;TOTAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;57517.23;50.07;451452.10;183.28
GRANDE VITORIA;01/08/2025;TOTAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;57345.26;49.93;458793.46;179.59
GRANDE VITORIA;01/08/2025;TOTAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;54467.60;47.42;444219.48;176.34
GRANDE VITORIA;01/08/2025;TOTAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;49111.57;42.76;384261.32;184.03
GRANDE VITORIA;01/08/2025;TOTAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;11283.32;9.82;81764.75;198.43
GRANDE VITORIA;01/08/2025;TOTAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6831.08;5.95;46612.22;211.02
GRANDE VITORIA;01/08/2025;TOTAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;20271.62;17.65;169531.28;172.11
GRANDE VITORIA;01/08/2025;TOTAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;27634.55;24.06;228169.43;174.24
GRANDE VITORIA;01/08/2025;TOTAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;29510.11;25.69;211067.37;201.20
GRANDE VITORIA;01/08/2025;TOTAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;30615.13;26.65;254865.25;172.59
GRANDE VITORIA;01/08/2025;TOTAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;29892.43;26.02;200490.28;214.42
GRANDE VITORIA;01/08/2025;TOTAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6367.88;5.54;53031.17;172.55
GRANDE VITORIA;01/08/2025;TOTAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;26904.32;23.42;219691.33;176.21
GRANDE VITORIA;01/08/2025;TOTAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;27040.91;23.54;225544.20;172.39
GRANDE VITORIA;01/08/2025;TOTAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;24656.94;21.47;211488.56;167.53
GRANDE VITORIA;01/08/2025;BAND NEWS FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;BAND NEWS FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;NULL;NULL;NULL;NULL
GRANDE VITORIA;01/08/2025;FM SUPER FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;9008.14;100.00;130169.16;99.39
GRANDE VITORIA;01/08/2025;FM SUPER FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3417.35;37.94;70957.84;69.21
